"motif","tfs"
"MA0711.1","SHOX2"
"MA0711.1","RHOXF1"
"MA0711.1","RHOXF2"
"MA0711.1","RHOXF2B"
"MA0711.1","RAX2"
"MA0711.1","PRRX1"
"MA0711.1","PRRX2"
"MA0711.1","PROP1"
"MA0711.1","PITX1"
"MA0711.1","PITX2"
"MA0711.1","PITX3"
"MA0711.1","PHOX2A"
"MA0711.1","PHOX2B"
"MA0711.1","OTX2"
"MA0711.1","CRX"
"MA0711.1","MIXL1"
"MA0711.1","HESX1"
"MA0711.1","ALX1"
"MA0711.1","ALX3"
"MA0711.1","ALX4"
"MA0711.1","ELF3"
"MA0712.1","HOPX"
"MA0712.1","ISX"
"MA0712.1","LEUTX"
"MA0712.1","NOBOX"
"MA0712.1","OTP"
"MA0712.1","ARGFX"
"MA0712.1","RAX"
"MA0712.1","SEBOX"
"MA0712.1","SHOX"
"MA0712.1","UNCX"
"MA0712.1","ARX"
"MA0712.1","DPRX"
"MA0712.1","DRGX"
"MA0712.1","GSC"
"MA0712.1","GSC2"
"MA0712.1","ESX1"
"MA0712.1","DUXA"
"MA0712.1","DUX4"
"MA0712.1","VSX1"
"MA0712.1","VSX2"
"MA0712.1","TPRX1"
"MA0712.1","SHOX2"
"MA0712.1","RHOXF1"
"MA0712.1","RHOXF2"
"MA0712.1","RHOXF2B"
"MA0712.1","RAX2"
"MA0712.1","PRRX1"
"MA0712.1","PRRX2"
"MA0712.1","PROP1"
"MA0712.1","PITX1"
"MA0712.1","PITX2"
"MA0712.1","PITX3"
"MA0712.1","PHOX2A"
"MA0712.1","PHOX2B"
"MA0712.1","OTX1"
"MA0712.1","CRX"
"MA0712.1","MIXL1"
"MA0712.1","HESX1"
"MA0712.1","ALX1"
"MA0712.1","ALX3"
"MA0712.1","ALX4"
"MA0712.1","ELF3"
"MA0713.1","HOPX"
"MA0713.1","ISX"
"MA0713.1","LEUTX"
"MA0713.1","NOBOX"
"MA0713.1","OTP"
"MA0713.1","ARGFX"
"MA0713.1","RAX"
"MA0713.1","SEBOX"
"MA0713.1","SHOX"
"MA0713.1","UNCX"
"MA0713.1","ARX"
"MA0713.1","DPRX"
"MA0713.1","DRGX"
"MA0713.1","GSC"
"MA0713.1","GSC2"
"MA0713.1","ESX1"
"MA0713.1","DUXA"
"MA0713.1","DUX4"
"MA0713.1","VSX1"
"MA0713.1","VSX2"
"MA0713.1","TPRX1"
"MA0713.1","SHOX2"
"MA0713.1","RHOXF1"
"MA0713.1","RHOXF2"
"MA0713.1","RHOXF2B"
"MA0713.1","RAX2"
"MA0713.1","PRRX1"
"MA0713.1","PRRX2"
"MA0713.1","PROP1"
"MA0713.1","PITX1"
"MA0713.1","PITX2"
"MA0713.1","PITX3"
"MA0713.1","PHOX2B"
"MA0713.1","OTX1"
"MA0713.1","OTX2"
"MA0713.1","CRX"
"MA0713.1","MIXL1"
"MA0713.1","HESX1"
"MA0713.1","ALX1"
"MA0713.1","ALX3"
"MA0713.1","ALX4"
"MA0713.1","ELF3"
"MA0714.1","HOPX"
"MA0714.1","ISX"
"MA0714.1","LEUTX"
"MA0714.1","NOBOX"
"MA0714.1","OTP"
"MA0714.1","ARGFX"
"MA0714.1","RAX"
"MA0714.1","SEBOX"
"MA0714.1","SHOX"
"MA0714.1","UNCX"
"MA0714.1","ARX"
"MA0714.1","DPRX"
"MA0714.1","DRGX"
"MA0714.1","GSC"
"MA0714.1","GSC2"
"MA0714.1","ESX1"
"MA0714.1","DUXA"
"MA0714.1","DUX4"
"MA0714.1","VSX1"
"MA0714.1","VSX2"
"MA0714.1","TPRX1"
"MA0714.1","SHOX2"
"MA0714.1","RHOXF1"
"MA0714.1","RHOXF2"
"MA0714.1","RHOXF2B"
"MA0714.1","RAX2"
"MA0714.1","PRRX1"
"MA0714.1","PRRX2"
"MA0714.1","PROP1"
"MA0714.1","PITX1"
"MA0714.1","PITX2"
"MA0714.1","PHOX2A"
"MA0714.1","PHOX2B"
"MA0714.1","OTX1"
"MA0714.1","OTX2"
"MA0714.1","CRX"
"MA0714.1","MIXL1"
"MA0714.1","HESX1"
"MA0714.1","ALX1"
"MA0714.1","ALX3"
"MA0714.1","ALX4"
"MA0714.1","ELF3"
"MA0715.1","HOPX"
"MA0715.1","ISX"
"MA0715.1","LEUTX"
"MA0715.1","NOBOX"
"MA0715.1","OTP"
"MA0715.1","ARGFX"
"MA0715.1","RAX"
"MA0715.1","SEBOX"
"MA0715.1","SHOX"
"MA0715.1","UNCX"
"MA0715.1","ARX"
"MA0715.1","DPRX"
"MA0715.1","DRGX"
"MA0715.1","GSC"
"MA0715.1","GSC2"
"MA0715.1","ESX1"
"MA0715.1","DUXA"
"MA0715.1","DUX4"
"MA0715.1","VSX1"
"MA0715.1","VSX2"
"MA0715.1","TPRX1"
"MA0715.1","SHOX2"
"MA0715.1","RHOXF1"
"MA0715.1","RHOXF2"
"MA0715.1","RHOXF2B"
"MA0715.1","RAX2"
"MA0715.1","PRRX1"
"MA0715.1","PRRX2"
"MA0715.1","PITX1"
"MA0715.1","PITX2"
"MA0715.1","PITX3"
"MA0715.1","PHOX2A"
"MA0715.1","PHOX2B"
"MA0715.1","OTX1"
"MA0715.1","OTX2"
"MA0715.1","CRX"
"MA0715.1","MIXL1"
"MA0715.1","HESX1"
"MA0715.1","ALX1"
"MA0715.1","ALX3"
"MA0715.1","ALX4"
"MA0715.1","ELF3"
"MA0716.1","HOPX"
"MA0716.1","ISX"
"MA0716.1","LEUTX"
"MA0716.1","NOBOX"
"MA0716.1","OTP"
"MA0716.1","ARGFX"
"MA0716.1","RAX"
"MA0716.1","SEBOX"
"MA0716.1","SHOX"
"MA0716.1","UNCX"
"MA0716.1","ARX"
"MA0716.1","DPRX"
"MA0716.1","DRGX"
"MA0716.1","GSC"
"MA0716.1","GSC2"
"MA0716.1","ESX1"
"MA0716.1","DUXA"
"MA0716.1","DUX4"
"MA0716.1","VSX1"
"MA0716.1","VSX2"
"MA0716.1","TPRX1"
"MA0716.1","SHOX2"
"MA0716.1","RHOXF1"
"MA0716.1","RHOXF2"
"MA0716.1","RHOXF2B"
"MA0716.1","RAX2"
"MA0716.1","PRRX2"
"MA0716.1","PROP1"
"MA0716.1","PITX1"
"MA0716.1","PITX2"
"MA0716.1","PITX3"
"MA0716.1","PHOX2A"
"MA0716.1","PHOX2B"
"MA0716.1","OTX1"
"MA0716.1","OTX2"
"MA0716.1","CRX"
"MA0716.1","MIXL1"
"MA0716.1","HESX1"
"MA0716.1","ALX1"
"MA0716.1","ALX3"
"MA0716.1","ALX4"
"MA0716.1","ELF3"
"MA0717.1","HOPX"
"MA0717.1","ISX"
"MA0717.1","LEUTX"
"MA0717.1","NOBOX"
"MA0717.1","OTP"
"MA0717.1","ARGFX"
"MA0717.1","RAX"
"MA0717.1","SEBOX"
"MA0717.1","SHOX"
"MA0717.1","UNCX"
"MA0717.1","ARX"
"MA0717.1","DPRX"
"MA0717.1","DRGX"
"MA0717.1","GSC"
"MA0717.1","GSC2"
"MA0717.1","ESX1"
"MA0717.1","DUXA"
"MA0717.1","DUX4"
"MA0717.1","VSX1"
"MA0717.1","VSX2"
"MA0717.1","TPRX1"
"MA0717.1","SHOX2"
"MA0717.1","RHOXF1"
"MA0717.1","RHOXF2"
"MA0717.1","RHOXF2B"
"MA0717.1","PRRX1"
"MA0717.1","PRRX2"
"MA0717.1","PROP1"
"MA0717.1","PITX1"
"MA0717.1","PITX2"
"MA0717.1","PITX3"
"MA0717.1","PHOX2A"
"MA0717.1","PHOX2B"
"MA0717.1","OTX1"
"MA0717.1","OTX2"
"MA0717.1","CRX"
"MA0717.1","MIXL1"
"MA0717.1","HESX1"
"MA0717.1","ALX1"
"MA0717.1","ALX3"
"MA0717.1","ALX4"
"MA0717.1","ELF3"
"MA0718.1","HOPX"
"MA0718.1","ISX"
"MA0718.1","LEUTX"
"MA0718.1","NOBOX"
"MA0718.1","OTP"
"MA0718.1","ARGFX"
"MA0718.1","SEBOX"
"MA0718.1","SHOX"
"MA0718.1","UNCX"
"MA0718.1","ARX"
"MA0718.1","DPRX"
"MA0718.1","DRGX"
"MA0718.1","GSC"
"MA0718.1","GSC2"
"MA0718.1","ESX1"
"MA0718.1","DUXA"
"MA0718.1","DUX4"
"MA0718.1","VSX1"
"MA0718.1","VSX2"
"MA0718.1","TPRX1"
"MA0718.1","SHOX2"
"MA0718.1","RHOXF1"
"MA0718.1","RHOXF2"
"MA0718.1","RHOXF2B"
"MA0718.1","RAX2"
"MA0718.1","PRRX1"
"MA0718.1","PRRX2"
"MA0718.1","PROP1"
"MA0718.1","PITX1"
"MA0718.1","PITX2"
"MA0718.1","PITX3"
"MA0718.1","PHOX2A"
"MA0718.1","PHOX2B"
"MA0718.1","OTX1"
"MA0718.1","OTX2"
"MA0718.1","CRX"
"MA0718.1","MIXL1"
"MA0718.1","HESX1"
"MA0718.1","ALX1"
"MA0718.1","ALX3"
"MA0718.1","ALX4"
"MA0718.1","ELF3"
"MA0719.1","HOPX"
"MA0719.1","ISX"
"MA0719.1","LEUTX"
"MA0719.1","NOBOX"
"MA0719.1","OTP"
"MA0719.1","ARGFX"
"MA0719.1","RAX"
"MA0719.1","SEBOX"
"MA0719.1","SHOX"
"MA0719.1","UNCX"
"MA0719.1","ARX"
"MA0719.1","DPRX"
"MA0719.1","DRGX"
"MA0719.1","GSC"
"MA0719.1","GSC2"
"MA0719.1","ESX1"
"MA0719.1","DUXA"
"MA0719.1","DUX4"
"MA0719.1","VSX1"
"MA0719.1","VSX2"
"MA0719.1","TPRX1"
"MA0719.1","SHOX2"
"MA0719.1","RHOXF2"
"MA0719.1","RHOXF2B"
"MA0719.1","RAX2"
"MA0719.1","PRRX1"
"MA0719.1","PRRX2"
"MA0719.1","PROP1"
"MA0719.1","PITX1"
"MA0719.1","PITX2"
"MA0719.1","PITX3"
"MA0719.1","PHOX2A"
"MA0719.1","PHOX2B"
"MA0719.1","OTX1"
"MA0719.1","OTX2"
"MA0719.1","CRX"
"MA0719.1","MIXL1"
"MA0719.1","HESX1"
"MA0719.1","ALX1"
"MA0719.1","ALX3"
"MA0719.1","ALX4"
"MA0719.1","ELF3"
"MA0720.1","HOPX"
"MA0720.1","ISX"
"MA0720.1","LEUTX"
"MA0720.1","NOBOX"
"MA0720.1","OTP"
"MA0720.1","ARGFX"
"MA0720.1","RAX"
"MA0720.1","SEBOX"
"MA0720.1","SHOX"
"MA0720.1","UNCX"
"MA0720.1","ARX"
"MA0720.1","DPRX"
"MA0720.1","DRGX"
"MA0720.1","GSC"
"MA0720.1","GSC2"
"MA0720.1","ESX1"
"MA0720.1","DUXA"
"MA0720.1","DUX4"
"MA0720.1","VSX1"
"MA0720.1","VSX2"
"MA0720.1","TPRX1"
"MA0720.1","RHOXF1"
"MA0720.1","RHOXF2"
"MA0720.1","RHOXF2B"
"MA0720.1","RAX2"
"MA0720.1","PRRX1"
"MA0720.1","PRRX2"
"MA0720.1","PROP1"
"MA0720.1","PITX1"
"MA0720.1","PITX2"
"MA0720.1","PITX3"
"MA0720.1","PHOX2A"
"MA0720.1","PHOX2B"
"MA0720.1","OTX1"
"MA0720.1","OTX2"
"MA0720.1","CRX"
"MA0720.1","MIXL1"
"MA0720.1","HESX1"
"MA0720.1","ALX1"
"MA0720.1","ALX3"
"MA0720.1","ALX4"
"MA0720.1","ELF3"
"MA0721.1","HOPX"
"MA0721.1","ISX"
"MA0721.1","LEUTX"
"MA0721.1","NOBOX"
"MA0721.1","OTP"
"MA0721.1","ARGFX"
"MA0721.1","RAX"
"MA0721.1","SEBOX"
"MA0721.1","SHOX"
"MA0721.1","ARX"
"MA0721.1","DPRX"
"MA0721.1","DRGX"
"MA0721.1","GSC"
"MA0721.1","GSC2"
"MA0721.1","ESX1"
"MA0721.1","DUXA"
"MA0721.1","DUX4"
"MA0721.1","VSX1"
"MA0721.1","VSX2"
"MA0721.1","TPRX1"
"MA0721.1","SHOX2"
"MA0721.1","RHOXF1"
"MA0721.1","RHOXF2"
"MA0721.1","RHOXF2B"
"MA0721.1","RAX2"
"MA0721.1","PRRX1"
"MA0721.1","PRRX2"
"MA0721.1","PROP1"
"MA0721.1","PITX1"
"MA0721.1","PITX2"
"MA0721.1","PITX3"
"MA0721.1","PHOX2A"
"MA0721.1","PHOX2B"
"MA0721.1","OTX1"
"MA0721.1","OTX2"
"MA0721.1","CRX"
"MA0721.1","MIXL1"
"MA0721.1","HESX1"
"MA0721.1","ALX1"
"MA0721.1","ALX3"
"MA0721.1","ALX4"
"MA0721.1","ELF3"
"MA0722.1","NANOG"
"MA0722.1","NOTO"
"MA0722.1","VENTX"
"MA0722.1","BSX"
"MA0722.1","HHEX"
"MA0722.1","HLX"
"MA0722.1","EN1"
"MA0722.1","EN2"
"MA0722.1","EMX1"
"MA0722.1","EMX2"
"MA0722.1","DLX1"
"MA0722.1","DLX2"
"MA0722.1","DLX3"
"MA0722.1","DLX4"
"MA0722.1","DLX5"
"MA0722.1","DLX6"
"MA0722.1","DBX1"
"MA0722.1","DBX2"
"MA0722.1","VAX2"
"MA0722.1","TLX1"
"MA0722.1","TLX2"
"MA0722.1","TLX3"
"MA0722.1","BARX1"
"MA0722.1","BARX2"
"MA0722.1","HMX1"
"MA0722.1","HMX2"
"MA0722.1","HMX3"
"MA0722.1","MSX1"
"MA0722.1","MSX2"
"MA0722.1","LBX1"
"MA0722.1","LBX2"
"MA0722.1","BARHL1"
"MA0722.1","BARHL2"
"MA0722.1","NR2E1"
"MA0723.1","NANOG"
"MA0723.1","NOTO"
"MA0723.1","VENTX"
"MA0723.1","BSX"
"MA0723.1","HHEX"
"MA0723.1","HLX"
"MA0723.1","EN1"
"MA0723.1","EN2"
"MA0723.1","EMX1"
"MA0723.1","EMX2"
"MA0723.1","DLX1"
"MA0723.1","DLX2"
"MA0723.1","DLX3"
"MA0723.1","DLX4"
"MA0723.1","DLX5"
"MA0723.1","DLX6"
"MA0723.1","DBX1"
"MA0723.1","DBX2"
"MA0723.1","VAX1"
"MA0723.1","TLX1"
"MA0723.1","TLX2"
"MA0723.1","TLX3"
"MA0723.1","BARX1"
"MA0723.1","BARX2"
"MA0723.1","HMX1"
"MA0723.1","HMX2"
"MA0723.1","HMX3"
"MA0723.1","MSX1"
"MA0723.1","MSX2"
"MA0723.1","LBX1"
"MA0723.1","LBX2"
"MA0723.1","BARHL1"
"MA0723.1","BARHL2"
"MA0723.1","NR2E1"
"MA0724.1","NANOG"
"MA0724.1","NOTO"
"MA0724.1","BSX"
"MA0724.1","HHEX"
"MA0724.1","HLX"
"MA0724.1","EN1"
"MA0724.1","EN2"
"MA0724.1","EMX1"
"MA0724.1","EMX2"
"MA0724.1","DLX1"
"MA0724.1","DLX2"
"MA0724.1","DLX3"
"MA0724.1","DLX4"
"MA0724.1","DLX5"
"MA0724.1","DLX6"
"MA0724.1","DBX1"
"MA0724.1","DBX2"
"MA0724.1","VAX1"
"MA0724.1","VAX2"
"MA0724.1","TLX1"
"MA0724.1","TLX2"
"MA0724.1","TLX3"
"MA0724.1","BARX1"
"MA0724.1","BARX2"
"MA0724.1","HMX1"
"MA0724.1","HMX2"
"MA0724.1","HMX3"
"MA0724.1","MSX1"
"MA0724.1","MSX2"
"MA0724.1","LBX1"
"MA0724.1","LBX2"
"MA0724.1","BARHL1"
"MA0724.1","BARHL2"
"MA0724.1","NR2E1"
"MA0725.1","HOPX"
"MA0725.1","ISX"
"MA0725.1","LEUTX"
"MA0725.1","NOBOX"
"MA0725.1","OTP"
"MA0725.1","ARGFX"
"MA0725.1","RAX"
"MA0725.1","SEBOX"
"MA0725.1","SHOX"
"MA0725.1","UNCX"
"MA0725.1","ARX"
"MA0725.1","DPRX"
"MA0725.1","DRGX"
"MA0725.1","GSC"
"MA0725.1","GSC2"
"MA0725.1","ESX1"
"MA0725.1","DUXA"
"MA0725.1","DUX4"
"MA0725.1","VSX2"
"MA0725.1","TPRX1"
"MA0725.1","SHOX2"
"MA0725.1","RHOXF1"
"MA0725.1","RHOXF2"
"MA0725.1","RHOXF2B"
"MA0725.1","RAX2"
"MA0725.1","PRRX1"
"MA0725.1","PRRX2"
"MA0725.1","PROP1"
"MA0725.1","PITX1"
"MA0725.1","PITX2"
"MA0725.1","PITX3"
"MA0725.1","PHOX2A"
"MA0725.1","PHOX2B"
"MA0725.1","OTX1"
"MA0725.1","OTX2"
"MA0725.1","CRX"
"MA0725.1","MIXL1"
"MA0725.1","HESX1"
"MA0725.1","ALX1"
"MA0725.1","ALX3"
"MA0725.1","ALX4"
"MA0725.1","ELF3"
"MA0726.1","HOPX"
"MA0726.1","ISX"
"MA0726.1","LEUTX"
"MA0726.1","NOBOX"
"MA0726.1","OTP"
"MA0726.1","ARGFX"
"MA0726.1","RAX"
"MA0726.1","SEBOX"
"MA0726.1","SHOX"
"MA0726.1","UNCX"
"MA0726.1","ARX"
"MA0726.1","DPRX"
"MA0726.1","DRGX"
"MA0726.1","GSC"
"MA0726.1","GSC2"
"MA0726.1","ESX1"
"MA0726.1","DUXA"
"MA0726.1","DUX4"
"MA0726.1","VSX1"
"MA0726.1","TPRX1"
"MA0726.1","SHOX2"
"MA0726.1","RHOXF1"
"MA0726.1","RHOXF2"
"MA0726.1","RHOXF2B"
"MA0726.1","RAX2"
"MA0726.1","PRRX1"
"MA0726.1","PRRX2"
"MA0726.1","PROP1"
"MA0726.1","PITX1"
"MA0726.1","PITX2"
"MA0726.1","PITX3"
"MA0726.1","PHOX2A"
"MA0726.1","PHOX2B"
"MA0726.1","OTX1"
"MA0726.1","OTX2"
"MA0726.1","CRX"
"MA0726.1","MIXL1"
"MA0726.1","HESX1"
"MA0726.1","ALX1"
"MA0726.1","ALX3"
"MA0726.1","ALX4"
"MA0726.1","ELF3"
"MA0727.1","ESR1"
"MA0727.1","ESR2"
"MA0727.1","ESRRA"
"MA0727.1","ESRRB"
"MA0727.1","ESRRG"
"MA0727.1","NR3C1"
"MA0727.1","NR3C3"
"MA0727.1","NR3C4"
"MA0732.1","EGR1"
"MA0732.1","EGR2"
"MA0732.1","EGR4"
"MA0732.1","KLF1"
"MA0732.1","KLF10"
"MA0732.1","KLF11"
"MA0732.1","KLF12"
"MA0732.1","KLF13"
"MA0732.1","KLF14"
"MA0732.1","KLF15"
"MA0732.1","KLF16"
"MA0732.1","KLF17"
"MA0732.1","KLF2"
"MA0732.1","KLF3"
"MA0732.1","KLF4"
"MA0732.1","KLF5"
"MA0732.1","KLF6"
"MA0732.1","KLF7"
"MA0732.1","KLF8"
"MA0732.1","KLF9"
"MA0732.1","SP1"
"MA0732.1","SP2"
"MA0732.1","SP3"
"MA0732.1","SP4"
"MA0732.1","SP5"
"MA0732.1","SP6"
"MA0732.1","SP7"
"MA0732.1","SP8"
"MA0732.1","SP9"
"MA0733.1","EGR1"
"MA0733.1","EGR2"
"MA0733.1","EGR3"
"MA0733.1","KLF1"
"MA0733.1","KLF10"
"MA0733.1","KLF11"
"MA0733.1","KLF12"
"MA0733.1","KLF13"
"MA0733.1","KLF14"
"MA0733.1","KLF15"
"MA0733.1","KLF16"
"MA0733.1","KLF17"
"MA0733.1","KLF2"
"MA0733.1","KLF3"
"MA0733.1","KLF4"
"MA0733.1","KLF5"
"MA0733.1","KLF6"
"MA0733.1","KLF7"
"MA0733.1","KLF8"
"MA0733.1","KLF9"
"MA0733.1","SP1"
"MA0733.1","SP2"
"MA0733.1","SP3"
"MA0733.1","SP4"
"MA0733.1","SP5"
"MA0733.1","SP6"
"MA0733.1","SP7"
"MA0733.1","SP8"
"MA0733.1","SP9"
"MA0740.1","EGR1"
"MA0740.1","EGR2"
"MA0740.1","EGR3"
"MA0740.1","EGR4"
"MA0740.1","KLF1"
"MA0740.1","KLF10"
"MA0740.1","KLF11"
"MA0740.1","KLF12"
"MA0740.1","KLF13"
"MA0740.1","KLF15"
"MA0740.1","KLF16"
"MA0740.1","KLF17"
"MA0740.1","KLF2"
"MA0740.1","KLF3"
"MA0740.1","KLF4"
"MA0740.1","KLF5"
"MA0740.1","KLF6"
"MA0740.1","KLF7"
"MA0740.1","KLF8"
"MA0740.1","KLF9"
"MA0740.1","SP1"
"MA0740.1","SP2"
"MA0740.1","SP3"
"MA0740.1","SP4"
"MA0740.1","SP5"
"MA0740.1","SP6"
"MA0740.1","SP7"
"MA0740.1","SP8"
"MA0740.1","SP9"
"MA0741.1","EGR1"
"MA0741.1","EGR2"
"MA0741.1","EGR3"
"MA0741.1","EGR4"
"MA0741.1","KLF1"
"MA0741.1","KLF10"
"MA0741.1","KLF11"
"MA0741.1","KLF12"
"MA0741.1","KLF13"
"MA0741.1","KLF14"
"MA0741.1","KLF15"
"MA0741.1","KLF17"
"MA0741.1","KLF2"
"MA0741.1","KLF3"
"MA0741.1","KLF4"
"MA0741.1","KLF5"
"MA0741.1","KLF6"
"MA0741.1","KLF7"
"MA0741.1","KLF8"
"MA0741.1","KLF9"
"MA0741.1","SP1"
"MA0741.1","SP2"
"MA0741.1","SP3"
"MA0741.1","SP4"
"MA0741.1","SP5"
"MA0741.1","SP6"
"MA0741.1","SP7"
"MA0741.1","SP8"
"MA0741.1","SP9"
"MA0742.1","EGR1"
"MA0742.1","EGR2"
"MA0742.1","EGR3"
"MA0742.1","EGR4"
"MA0742.1","KLF1"
"MA0742.1","KLF10"
"MA0742.1","KLF11"
"MA0742.1","KLF13"
"MA0742.1","KLF14"
"MA0742.1","KLF15"
"MA0742.1","KLF16"
"MA0742.1","KLF17"
"MA0742.1","KLF2"
"MA0742.1","KLF3"
"MA0742.1","KLF4"
"MA0742.1","KLF5"
"MA0742.1","KLF6"
"MA0742.1","KLF7"
"MA0742.1","KLF8"
"MA0742.1","KLF9"
"MA0742.1","SP1"
"MA0742.1","SP2"
"MA0742.1","SP3"
"MA0742.1","SP4"
"MA0742.1","SP5"
"MA0742.1","SP6"
"MA0742.1","SP7"
"MA0742.1","SP8"
"MA0742.1","SP9"
"MA0746.1","EGR1"
"MA0746.1","EGR2"
"MA0746.1","EGR3"
"MA0746.1","EGR4"
"MA0746.1","KLF1"
"MA0746.1","KLF10"
"MA0746.1","KLF11"
"MA0746.1","KLF12"
"MA0746.1","KLF13"
"MA0746.1","KLF14"
"MA0746.1","KLF15"
"MA0746.1","KLF16"
"MA0746.1","KLF17"
"MA0746.1","KLF2"
"MA0746.1","KLF3"
"MA0746.1","KLF4"
"MA0746.1","KLF5"
"MA0746.1","KLF6"
"MA0746.1","KLF7"
"MA0746.1","KLF8"
"MA0746.1","KLF9"
"MA0746.1","SP1"
"MA0746.1","SP2"
"MA0746.1","SP4"
"MA0746.1","SP5"
"MA0746.1","SP6"
"MA0746.1","SP7"
"MA0746.1","SP8"
"MA0746.1","SP9"
"MA0747.1","EGR1"
"MA0747.1","EGR2"
"MA0747.1","EGR3"
"MA0747.1","EGR4"
"MA0747.1","KLF1"
"MA0747.1","KLF10"
"MA0747.1","KLF11"
"MA0747.1","KLF12"
"MA0747.1","KLF13"
"MA0747.1","KLF14"
"MA0747.1","KLF15"
"MA0747.1","KLF16"
"MA0747.1","KLF17"
"MA0747.1","KLF2"
"MA0747.1","KLF3"
"MA0747.1","KLF4"
"MA0747.1","KLF5"
"MA0747.1","KLF6"
"MA0747.1","KLF7"
"MA0747.1","KLF8"
"MA0747.1","KLF9"
"MA0747.1","SP1"
"MA0747.1","SP2"
"MA0747.1","SP3"
"MA0747.1","SP4"
"MA0747.1","SP5"
"MA0747.1","SP6"
"MA0747.1","SP7"
"MA0747.1","SP9"
"MA0749.1","ZBED2"
"MA0749.1","ZBED3"
"MA0749.1","ZBED4"
"MA0749.1","ZBED5"
"MA0749.1","ZBED6"
"MA0754.1","SATB1"
"MA0754.1","SATB2"
"MA0754.1","CUX2"
"MA0754.1","ONECUT1"
"MA0754.1","ONECUT2"
"MA0754.1","ONECUT3"
"MA0755.1","SATB1"
"MA0755.1","SATB2"
"MA0755.1","CUX1"
"MA0755.1","ONECUT1"
"MA0755.1","ONECUT2"
"MA0755.1","ONECUT3"
"MA0756.1","SATB1"
"MA0756.1","SATB2"
"MA0756.1","CUX1"
"MA0756.1","CUX2"
"MA0756.1","ONECUT1"
"MA0756.1","ONECUT3"
"MA0757.1","SATB1"
"MA0757.1","SATB2"
"MA0757.1","CUX1"
"MA0757.1","CUX2"
"MA0757.1","ONECUT1"
"MA0757.1","ONECUT2"
"MA0758.1","E2F1"
"MA0758.1","E2F2"
"MA0758.1","E2F3"
"MA0758.1","E2F4"
"MA0758.1","E2F5"
"MA0758.1","E2F6"
"MA0758.1","E2F8"
"MA0759.1","SPDEF"
"MA0759.1","ETV6"
"MA0759.1","ETV7"
"MA0759.1","SPIB"
"MA0759.1","SPIC"
"MA0759.1","EHF"
"MA0759.1","ELF3"
"MA0759.1","ELF5"
"MA0759.1","ELF1"
"MA0759.1","ELF2"
"MA0759.1","ELF4"
"MA0759.1","ELK1"
"MA0759.1","ELK4"
"MA0759.1","ETV1"
"MA0759.1","ETV4"
"MA0759.1","ETV5"
"MA0759.1","ERF"
"MA0759.1","ETV2"
"MA0759.1","FLI1"
"MA0759.1","ERG"
"MA0759.1","FEV"
"MA0759.1","ETV3"
"MA0759.1","ETV3L"
"MA0760.1","SPDEF"
"MA0760.1","ETV6"
"MA0760.1","ETV7"
"MA0760.1","SPIB"
"MA0760.1","SPIC"
"MA0760.1","EHF"
"MA0760.1","ELF3"
"MA0760.1","ELF5"
"MA0760.1","ELF1"
"MA0760.1","ELF2"
"MA0760.1","ELF4"
"MA0760.1","ELK1"
"MA0760.1","ELK3"
"MA0760.1","ELK4"
"MA0760.1","ETV1"
"MA0760.1","ETV4"
"MA0760.1","ETV5"
"MA0760.1","ETV2"
"MA0760.1","FLI1"
"MA0760.1","ERG"
"MA0760.1","FEV"
"MA0760.1","ETV3"
"MA0760.1","ETV3L"
"MA0761.1","SPDEF"
"MA0761.1","ETV6"
"MA0761.1","ETV7"
"MA0761.1","SPIB"
"MA0761.1","SPIC"
"MA0761.1","EHF"
"MA0761.1","ELF3"
"MA0761.1","ELF5"
"MA0761.1","ELF1"
"MA0761.1","ELF2"
"MA0761.1","ELF4"
"MA0761.1","ELK1"
"MA0761.1","ELK3"
"MA0761.1","ELK4"
"MA0761.1","ETV4"
"MA0761.1","ETV5"
"MA0761.1","ERF"
"MA0761.1","ETV2"
"MA0761.1","FLI1"
"MA0761.1","ERG"
"MA0761.1","FEV"
"MA0761.1","ETV3"
"MA0761.1","ETV3L"
"MA0762.1","SPDEF"
"MA0762.1","ETV6"
"MA0762.1","ETV7"
"MA0762.1","SPIB"
"MA0762.1","SPIC"
"MA0762.1","EHF"
"MA0762.1","ELF3"
"MA0762.1","ELF5"
"MA0762.1","ELF1"
"MA0762.1","ELF2"
"MA0762.1","ELF4"
"MA0762.1","ELK1"
"MA0762.1","ELK3"
"MA0762.1","ELK4"
"MA0762.1","ETV1"
"MA0762.1","ETV4"
"MA0762.1","ETV5"
"MA0762.1","ERF"
"MA0762.1","FLI1"
"MA0762.1","ERG"
"MA0762.1","FEV"
"MA0762.1","ETV3"
"MA0762.1","ETV3L"
"MA0763.1","SPDEF"
"MA0763.1","ETV6"
"MA0763.1","ETV7"
"MA0763.1","SPIB"
"MA0763.1","SPIC"
"MA0763.1","EHF"
"MA0763.1","ELF3"
"MA0763.1","ELF5"
"MA0763.1","ELF1"
"MA0763.1","ELF2"
"MA0763.1","ELF4"
"MA0763.1","ELK1"
"MA0763.1","ELK3"
"MA0763.1","ELK4"
"MA0763.1","ETV1"
"MA0763.1","ETV4"
"MA0763.1","ETV5"
"MA0763.1","ERF"
"MA0763.1","ETV2"
"MA0763.1","FLI1"
"MA0763.1","ERG"
"MA0763.1","FEV"
"MA0763.1","ETV3L"
